age_group,employment_status,credit_score,diff_income_to_expenses,debt_to_income_ratio,loan_approval_status
Middle Adult,Unemployed,837,9499.083333333334,0.0601329016868291,1
Early Retirement,Unemployed,508,617.0,1.0848096348096348,1
Middle Adult,Employed,827,4818.333333333333,0.28842318479277035,1
Middle Adult,Self-Employed,785,1768.0,0.319427196522819,1
Middle Adult,Employed,788,3516.5,0.10896650984941247,1
Middle Adult,Employed,714,7561.25,0.2435023971738582,1
Middle Adult,Self-Employed,705,3394.416666666667,0.2866234777817885,1
Middle Age,Employed,776,9423.583333333334,0.002958205107188364,1
Middle Adult,Employed,503,326.25,0.5047046473900181,0
Middle Age,Employed,728,4868.75,0.033103562141412475,1
Middle Adult,Self-Employed,828,5902.416666666667,0.1810566938443178,1
Middle Age,Employed,832,6691.083333333334,0.0918708525691208,0
Middle Adult,Unemployed,357,973.4166666666665,0.18548628543792176,0
Middle Age,Unemployed,797,6964.0,0.1400589193932556,1
Middle Age,Employed,438,2402.0,0.2512662074554295,0
Middle Adult,Employed,786,4722.416666666667,0.12181192877651686,1
Middle Adult,Self-Employed,804,5926.583333333334,0.1925873051587825,1
Middle Age,Employed,746,6529.583333333334,0.04132285465980133,1
Middle Age,Employed,463,2076.916666666667,0.4162455582736639,0
Middle Adult,Self-Employed,581,36.0,0.4665323073164773,0
Middle Age,Self-Employed,355,3820.333333333333,0.19773111428942922,1
Young Adult,Employed,371,1603.333333333333,0.25958697792967617,0
Middle Adult,Employed,707,8789.416666666666,0.022454892084430394,1
Middle Adult,Employed,762,1041.75,0.22913826336326454,1
Middle Adult,Self-Employed,840,4708.583333333333,0.08676261448319017,1
Middle Age,Self-Employed,576,91.58333333333348,0.9772171886161134,0
Middle Adult,Employed,791,4181.916666666667,0.005666077320376996,1
Middle Age,Unemployed,394,1978.416666666667,0.45484251904815826,0
Middle Age,Self-Employed,743,5837.666666666667,0.31687651581608955,1
Middle Adult,Employed,558,2842.083333333333,0.4682999233391509,0
Middle Adult,Self-Employed,730,5156.333333333333,0.3118019438997357,0
Middle Age,Unemployed,535,-1682.75,0.2939964078556076,1
Middle Adult,Employed,807,9866.666666666666,0.2143023834712801,1
Middle Adult,Employed,846,1565.0,0.518874321880651,1
Middle Age,Unemployed,724,1567.166666666667,0.06525585930446716,1
Middle Adult,Employed,796,9060.333333333334,0.15780248671742345,1
Middle Age,Employed,809,5929.083333333333,0.1486525958220193,1
Middle Age,Employed,418,4474.416666666667,0.1739275766016713,0
Middle Adult,Self-Employed,809,6191.583333333333,0.10341563834695881,1
Middle Age,Employed,834,9127.083333333334,0.017917499804316422,1
Middle Adult,Employed,723,6117.333333333334,0.0495290828152018,1
Middle Adult,Unemployed,727,2744.0,0.5112680074169162,0
Middle Age,Self-Employed,432,1068.25,0.19721403964251835,0
Young Adult,Unemployed,371,1683.4166666666665,0.014508131049565838,1
Middle Age,Employed,545,1495.4166666666665,0.8521825715478752,0
Middle Age,Self-Employed,813,8372.583333333334,0.2176816141861568,1
Middle Adult,Employed,812,4292.583333333333,0.3365058880464591,1
Middle Adult,Self-Employed,748,3832.416666666667,0.19290877668964748,1
Middle Adult,Self-Employed,839,1633.5,0.06747848115841898,1
Early Retirement,Employed,446,-1350.75,0.21202312778377183,1
Middle Adult,Employed,720,1241.0,0.41406714200831846,0
Middle Adult,Employed,757,3291.083333333333,0.10464426568987585,1
Early Retirement,Self-Employed,428,505.75,0.5662643438967834,1
Middle Adult,Unemployed,707,7102.083333333334,0.03063401961859296,1
Middle Age,Self-Employed,802,5420.666666666667,0.06771953614514169,1
Middle Adult,Self-Employed,300,3317.416666666667,0.06204867093876445,0
Middle Age,Employed,827,9146.25,0.19474724459059406,0
Early Retirement,Unemployed,476,-1312.75,0.42790249879655157,0
Middle Adult,Unemployed,717,5161.833333333333,0.10721632055002958,0
Middle Age,Self-Employed,787,4672.0,0.33833701250919795,1
Middle Adult,Self-Employed,722,4377.75,0.19737915646802204,1
Middle Adult,Employed,755,10082.583333333334,0.10821330040406094,1
Middle Age,Employed,760,7598.333333333334,0.11107264969340755,1
Middle Age,Self-Employed,765,6050.75,0.1896386571108726,1
Middle Age,Employed,804,5254.0,0.21328146328146327,0
Middle Adult,Employed,786,3709.25,0.21856792678270082,1
Middle Age,Employed,714,6553.833333333334,0.0009565255487243892,1
Middle Age,Self-Employed,763,2978.0,0.03663028044018459,1
Young Adult,Unemployed,516,-797.8333333333335,0.7395554102647924,0
Middle Adult,Self-Employed,498,1659.916666666667,0.003146431244367735,0
Middle Age,Employed,722,7671.166666666666,0.08792380262259444,1
Middle Adult,Unemployed,777,1828.666666666667,0.1931164674701205,1
Middle Adult,Employed,741,9993.666666666666,0.22444498288760337,1
Middle Age,Self-Employed,816,3289.0,0.25273491713609275,1
Middle Age,Employed,730,8283.583333333334,0.12751785193478282,1
Middle Adult,Unemployed,754,6589.25,0.14445008721764666,1
Middle Adult,Employed,803,891.833333333333,0.015095511725423203,1
Middle Adult,Self-Employed,792,4589.083333333333,0.22116192976504773,1
Young Adult,Unemployed,577,556.583333333333,0.4115244938356271,1
Middle Age,Unemployed,725,5556.166666666666,0.25167976509197687,1
Middle Adult,Self-Employed,779,8277.166666666666,0.06401085569474649,1
Young Adult,Unemployed,420,-770.6666666666665,0.18089453967533203,0
Middle Age,Self-Employed,411,1634.166666666667,0.3367279767666989,0
Middle Age,Self-Employed,836,5056.25,0.25199423691886,1
Young Adult,Self-Employed,451,2386.416666666667,0.26115473441108544,0
Middle Age,Self-Employed,749,7542.583333333333,0.16088131789666957,0
Middle Adult,Employed,775,7201.583333333333,0.0016614963983385036,1
Middle Adult,Employed,826,3377.666666666667,0.023875717272363327,1
Middle Adult,Employed,491,1047.5,0.5357234842631227,0
Middle Age,Unemployed,837,654.166666666667,0.386543653030348,0
Middle Age,Employed,771,7637.666666666666,0.11663205132959982,0
Middle Age,Employed,809,4619.25,0.060376882838595824,0
Middle Adult,Self-Employed,847,1780.5,0.4001146200947124,1
Middle Age,Employed,814,4836.166666666667,0.007766341398208795,1
Middle Adult,Employed,719,8885.333333333334,0.0471594085854507,1
Middle Adult,Unemployed,821,3948.416666666667,0.1086328806538175,1
Middle Age,Employed,779,4733.833333333333,0.41040783511182577,1
Middle Adult,Self-Employed,824,6376.333333333334,0.11718282316318793,1
Young Adult,Employed,523,1021.083333333333,0.059543505148015485,0
Middle Age,Employed,749,1132.583333333333,0.23187632246135076,1
Middle Adult,Employed,700,4596.666666666667,0.3818891056004458,1
Middle Age,Employed,512,1834.4166666666665,0.8866043830097593,0
Middle Adult,Employed,774,5054.0,0.3088398734718304,1
Middle Adult,Self-Employed,842,7358.5,0.1646801971477296,1
Middle Adult,Self-Employed,817,4903.583333333333,0.3734835022947215,0
Middle Adult,Unemployed,833,4258.5,0.0232332830287109,1
Middle Adult,Employed,726,6015.583333333334,0.12273985284332539,1
Middle Adult,Self-Employed,780,4727.333333333334,0.15543866338521267,1
Middle Age,Unemployed,845,8959.333333333334,0.16430414423597617,1
Middle Adult,Employed,780,5014.75,0.13602270642449357,1
Middle Adult,Self-Employed,784,2390.166666666667,0.5246099150701166,1
Early Retirement,Employed,382,-1554.3333333333335,0.6226772994735212,0
Middle Adult,Employed,444,4113.416666666667,0.2659117808122383,0
Middle Age,Employed,817,3779.5,0.1616479201724087,1
Middle Age,Employed,744,4636.583333333333,0.12158412002084368,1
Middle Adult,Employed,810,10124.833333333334,0.1957710264564585,1
Middle Age,Employed,701,4774.833333333333,0.15590167719725434,1
Middle Adult,Self-Employed,363,1182.25,0.3477721813250678,0
Middle Adult,Employed,745,2395.833333333333,0.25382464442233754,1
Middle Adult,Employed,847,11116.833333333334,0.15522927243120457,1
Middle Age,Employed,702,7180.5,0.2574351145038168,1
Middle Adult,Employed,833,8858.583333333334,0.15916710504620651,0
Middle Age,Employed,842,3769.25,0.27145025045995996,1
Middle Adult,Employed,706,-216.83333333333303,0.13982460762542814,1
Middle Adult,Unemployed,742,7872.583333333334,0.17471076818927433,0
Middle Age,Unemployed,499,2616.583333333333,0.04615896119248601,0
Middle Adult,Employed,849,6687.833333333334,0.21859260907380812,1
Early Retirement,Employed,423,-884.0,0.7683286422731538,1
Young Adult,Employed,503,3720.583333333333,0.4342192209131787,0
Middle Age,Self-Employed,846,8137.5,0.09219761188588096,1
Middle Age,Employed,768,5411.25,0.05493338189322893,0
Middle Adult,Self-Employed,819,3218.75,0.12753217751929424,0
Middle Adult,Employed,738,7067.583333333334,0.034589485901675585,1
Middle Adult,Unemployed,817,4737.083333333334,0.24034858553980226,1
Middle Adult,Self-Employed,818,6170.416666666666,0.05544285560514353,1
Middle Age,Unemployed,759,7681.25,0.2480080100293645,0
Middle Age,Self-Employed,322,2752.5,0.04298866649185677,1
Middle Age,Unemployed,712,10526.5,0.13806858527212731,1
Middle Adult,Self-Employed,730,6984.0,0.16202702702702704,1
Early Retirement,Employed,595,4451.416666666667,0.08751600994500112,0
Middle Age,Employed,747,7813.666666666666,0.08828458525914688,1
Middle Age,Employed,744,8696.833333333334,0.032183116140664624,0
Middle Age,Self-Employed,838,4739.25,0.020011856735927355,0
Young Adult,Self-Employed,536,-384.0,0.18175894067354811,1
Middle Age,Employed,835,5665.416666666666,0.1928038141425928,1
Middle Adult,Self-Employed,822,7700.666666666666,0.1319258880855077,1
Middle Age,Unemployed,775,6489.25,0.29052337780990534,1
Middle Adult,Self-Employed,469,-373.8333333333335,0.15169041798342378,0
Middle Adult,Self-Employed,480,2005.333333333333,0.41953672660774155,0
Middle Adult,Employed,739,1296.0,0.3505779620555346,1
Early Retirement,Employed,525,2279.166666666667,0.38960420555407416,0
Middle Adult,Self-Employed,837,8863.25,0.13336799892851797,1
Middle Adult,Employed,767,7325.083333333334,0.051965415812461,1
Middle Adult,Employed,449,278.25,0.17855105533371363,0
Middle Age,Employed,783,544.25,0.0011863077129135335,1
Middle Age,Employed,784,8205.0,0.20179209943810658,1
Middle Age,Self-Employed,755,8244.75,0.12627371242403937,1
Young Adult,Self-Employed,567,1388.333333333333,0.2276220106454757,0
Middle Adult,Self-Employed,324,3513.5,0.10555493751622354,0
Middle Age,Self-Employed,543,182.75,0.05383444561526753,0
Middle Age,Self-Employed,842,6084.333333333334,0.021164270119701876,1
Middle Age,Employed,383,1513.416666666667,0.33119286847472995,0
Middle Adult,Employed,702,5204.5,0.3552642495644238,1
Middle Adult,Employed,842,7884.5,0.05453201639454411,0
Young Adult,Employed,417,3292.666666666667,0.11879770992366412,1
Middle Adult,Unemployed,835,4286.25,0.23783310053953385,1
Middle Adult,Employed,808,3226.333333333333,0.3442691851265823,0
Middle Adult,Self-Employed,785,5558.833333333334,0.011212693061688133,1
Middle Adult,Employed,759,7555.333333333334,0.008951508039706955,1
Middle Adult,Self-Employed,773,7830.666666666666,0.12099320906575749,0
Middle Adult,Employed,842,4717.75,0.07057294540282733,1
Middle Age,Employed,842,6598.0,0.13272016351195237,0
Middle Age,Self-Employed,794,7543.833333333334,0.037519153593578984,1
Middle Age,Employed,538,3570.25,0.14554923719612065,0
Middle Adult,Unemployed,791,9141.75,0.2410614455735831,1
Middle Adult,Self-Employed,849,7699.416666666666,0.01969486046359534,1
Middle Adult,Employed,764,1006.416666666667,0.1846361416152887,1
Middle Age,Employed,500,4028.333333333333,0.09831606967189399,0
Middle Adult,Unemployed,732,7880.583333333334,0.16119817862106564,1
Middle Adult,Self-Employed,817,8960.916666666666,0.07672297952760432,1
Young Adult,Unemployed,556,-1576.0833333333335,0.6168213216329193,1
Middle Adult,Employed,713,6185.083333333333,0.2703450435872005,1
Middle Adult,Employed,394,-1897.75,0.1143008434509626,0
Middle Age,Unemployed,818,4664.25,0.02453041347811621,1
Middle Adult,Self-Employed,758,3819.0,0.26510805125262954,1
Middle Age,Employed,819,139.08333333333303,0.22224380012817277,1
Middle Adult,Employed,802,6852.083333333334,0.15253104952630858,1
Early Retirement,Employed,395,1057.5833333333335,0.4675317549587117,0
Young Adult,Employed,366,-2251.4166666666665,0.034715870680399254,0
Young Adult,Employed,557,1481.25,0.4598981598926451,0
Young Adult,Unemployed,448,-947.5833333333335,0.27838134534580006,0
Middle Adult,Employed,579,123.16666666666652,0.08722460141375574,1
Middle Age,Employed,767,5825.916666666667,0.24446908727588137,1
Middle Age,Employed,308,-1717.6666666666665,1.0802404988123515,1
Middle Adult,Self-Employed,741,11796.75,0.12088038329244971,1
Middle Adult,Employed,720,1186.166666666667,0.16704786250042045,1
Middle Adult,Self-Employed,792,5331.75,0.14298252150657825,1
Young Adult,Employed,365,1305.833333333333,0.08953856723025838,0
Middle Age,Employed,825,2771.75,0.13968373925091318,1
Middle Age,Employed,384,478.25,0.9555854212665195,0
Middle Age,Self-Employed,796,4490.416666666667,0.4447116489239488,0
Middle Age,Unemployed,598,-465.0,0.30000824878330445,0
Young Adult,Employed,414,-665.6666666666667,1.2181004879812036,0
Middle Age,Employed,568,3695.666666666667,0.3579511415829062,0
Middle Age,Unemployed,732,8478.5,0.14514260894744463,1
Middle Age,Self-Employed,828,9833.416666666666,0.11191455731263249,1
Middle Adult,Unemployed,522,1093.9166666666665,0.3210253392666691,1
Middle Adult,Employed,781,4999.0,0.07798063007903819,1
Middle Age,Self-Employed,751,4648.416666666667,0.11587791084135166,1
Middle Adult,Employed,784,6251.916666666667,0.13287966883277708,1
Middle Adult,Employed,847,10756.666666666666,0.159683150725496,1
Middle Adult,Employed,788,5186.5,0.25691263782866836,1
Middle Adult,Employed,804,5076.833333333334,0.15495497232774746,0
Middle Age,Employed,541,1989.4166666666665,0.4526875338683457,0
Middle Age,Employed,810,6708.833333333334,0.2674622957875294,1
Middle Adult,Self-Employed,751,6822.25,0.05879399507958026,1
Young Adult,Employed,550,-379.8333333333335,0.034918024858538475,0
Middle Age,Self-Employed,513,2699.75,0.10482650372778743,0
Early Retirement,Self-Employed,507,1065.1666666666665,0.14283150100964775,0
Middle Adult,Self-Employed,702,2177.166666666667,0.25843141538545567,1
Middle Adult,Self-Employed,837,10548.75,0.0548641131329379,0
Middle Adult,Employed,845,4458.166666666667,0.3690492752010239,1
Middle Adult,Employed,747,4156.583333333333,0.04249625197909515,1
Middle Age,Self-Employed,408,2403.75,0.6646557436987272,0
Middle Adult,Self-Employed,702,5531.666666666666,0.032021709633649934,1
Middle Adult,Self-Employed,800,1679.75,0.36637147381385254,0
Middle Adult,Self-Employed,822,4197.0,0.4419645701905308,1
Middle Age,Self-Employed,735,3229.666666666667,0.21238636363636362,1
Middle Adult,Self-Employed,754,3358.25,0.18954961980892962,1
Middle Adult,Employed,489,356.25,0.3172118342432881,0
Middle Age,Employed,700,5418.333333333334,0.09086375779162956,1
Middle Age,Unemployed,731,4027.75,0.06526549770275768,1
Middle Adult,Employed,770,7725.666666666666,0.15659130779242827,1
Middle Adult,Self-Employed,736,6667.25,0.027220327730331652,1
Middle Adult,Employed,818,4637.75,0.20537623224583665,1
Middle Age,Self-Employed,815,4506.083333333333,0.06559942096243707,1
Middle Age,Employed,831,7965.75,0.030553743094523467,1
Middle Age,Employed,481,3111.416666666667,0.33555262356642646,0
Middle Adult,Unemployed,820,5095.666666666666,0.25223805772398483,1
Middle Adult,Employed,742,4667.333333333334,0.06145230539481053,1
Middle Adult,Employed,812,1610.416666666667,0.06185743366919274,1
Middle Age,Unemployed,800,6416.25,0.009494693410881615,1
Middle Age,Unemployed,749,3766.0,0.20568571766654833,1
Middle Adult,Employed,712,8923.75,0.2257382410071058,1
Middle Age,Employed,835,7401.833333333334,0.1952346505108961,1
Middle Adult,Unemployed,780,1686.333333333333,0.19788626863317296,1
Middle Adult,Self-Employed,776,5924.833333333334,0.03989385464877325,1
Middle Adult,Employed,716,8553.25,0.06822012722452334,1
Middle Age,Employed,740,4567.416666666667,0.3023440945813656,1
Early Retirement,Employed,380,1511.166666666667,0.44670757802091327,1
Middle Adult,Self-Employed,775,11147.083333333334,0.006667187910924095,1
Middle Age,Employed,784,9464.0,0.13794373958733822,1
Middle Adult,Self-Employed,365,-238.58333333333348,0.2649972570912259,1
Middle Adult,Employed,843,-27.58333333333303,0.22806770347147612,1
Middle Adult,Employed,776,6226.416666666666,0.19648659379481903,1
Middle Adult,Employed,390,580.75,0.085879917184265,1
Middle Adult,Employed,759,7088.416666666666,0.15474158766486795,1
Early Retirement,Employed,324,-544.8333333333335,0.4990874777054212,1
Middle Adult,Self-Employed,822,1691.916666666667,0.019621900472234777,1
Middle Age,Unemployed,752,6134.25,0.2121235382922648,1
Middle Adult,Unemployed,823,2756.5,0.18872293155598382,1
Middle Adult,Employed,755,6427.916666666666,0.12526997840172785,0
Middle Adult,Employed,799,7834.0,0.09792430470688442,1
Middle Adult,Employed,755,4407.916666666666,0.07832046651544505,1
Middle Adult,Unemployed,730,1271.25,0.4549281145793473,1
Middle Age,Self-Employed,797,4795.916666666666,0.19113694295944378,1
Middle Adult,Employed,812,2494.25,0.03066271018793274,0
Middle Adult,Employed,363,956.25,0.4257607512469334,0
Early Retirement,Self-Employed,587,1984.5,0.43152398825850535,0
Middle Adult,Unemployed,467,2952.0,0.17750624946125335,0
Middle Adult,Unemployed,772,5239.5,0.04168971785347349,1
Middle Adult,Self-Employed,808,4327.333333333334,0.15528767849702663,1
Middle Adult,Employed,726,4830.166666666666,0.16251666637807138,1
Middle Adult,Unemployed,800,7054.416666666666,0.046825996811401115,1
Middle Age,Employed,769,8631.583333333334,0.050560459627418855,1
Middle Adult,Self-Employed,735,9396.916666666666,0.06847863883744815,1
Middle Adult,Self-Employed,817,3897.0,0.24874888293118855,0
Middle Adult,Self-Employed,784,7322.5,0.2250936329588015,1
Middle Adult,Employed,764,9552.083333333334,0.051539495962263364,1
Middle Age,Unemployed,716,8404.916666666666,0.019547581026970205,1
Middle Adult,Self-Employed,796,9971.75,0.15924266489660133,1
Middle Age,Self-Employed,798,4145.666666666667,0.3512423282518313,1
Young Adult,Employed,309,-459.33333333333303,0.544512787309809,1
Middle Adult,Unemployed,800,6831.416666666666,0.19397834960580213,1
Early Retirement,Unemployed,467,-345.58333333333303,0.4110503502386744,0
Middle Adult,Employed,800,7685.75,0.12104521305432071,0
Middle Adult,Employed,834,5942.416666666666,0.08139788987858498,1
Middle Adult,Unemployed,731,3145.0,0.12532487156240557,1
Middle Age,Employed,559,950.75,0.09308144833871904,0
Middle Age,Unemployed,792,9309.833333333334,0.12808014757712555,1
Middle Adult,Self-Employed,733,8724.666666666666,0.00669103025743,1
Middle Adult,Self-Employed,740,10796.083333333334,0.09980289139385948,1
Middle Adult,Self-Employed,729,10480.666666666666,0.03308741492803749,1
Middle Adult,Unemployed,751,2252.75,0.17155665663894296,1
Middle Age,Employed,769,7317.75,0.20563727266140136,1
Middle Age,Unemployed,800,7921.25,0.13068128061250484,1
Middle Age,Self-Employed,772,2565.916666666667,0.15821711128792543,1
Middle Adult,Self-Employed,423,2861.75,0.6415514226673025,0
Middle Age,Employed,732,9362.083333333334,0.1760699500256549,1
Middle Adult,Employed,744,9358.5,0.041175519443770715,1
Middle Age,Unemployed,569,372.08333333333326,0.7578287092882992,0
Middle Age,Unemployed,827,9965.166666666666,0.1828324065601464,0
Middle Age,Employed,793,8578.666666666666,0.034261306837114903,0
Middle Adult,Self-Employed,820,4020.416666666667,0.025639448333558888,1
Middle Age,Self-Employed,751,7975.083333333334,0.19870911445528647,1
Middle Age,Self-Employed,710,3308.583333333333,0.28338465630658743,1
Middle Age,Employed,551,-366.1666666666665,0.2704982603558065,0
Middle Age,Unemployed,719,4074.583333333333,0.363079748966784,1
Middle Adult,Unemployed,827,4610.916666666667,0.027880216064023505,1
Young Adult,Self-Employed,544,-611.4166666666665,0.061035558328134745,0
Middle Adult,Employed,556,1276.9166666666667,0.5053048646268985,0
Middle Adult,Employed,750,8932.25,0.058252101122557784,1
Middle Age,Self-Employed,497,-447.0833333333335,0.5730020990673216,0
Middle Age,Unemployed,822,8729.916666666666,0.02541389254815395,1
Middle Adult,Self-Employed,597,2121.4166666666665,0.16190892944477336,0
Middle Adult,Employed,449,1130.9166666666665,0.05923490860361398,0
Middle Adult,Self-Employed,834,5379.25,0.18592753337278883,1
Middle Age,Unemployed,816,3548.0,0.23098369727152768,1
Middle Adult,Unemployed,837,6209.916666666666,0.0877264786623409,1
Middle Adult,Employed,800,4460.416666666667,0.2518826182875877,1
Middle Age,Self-Employed,772,1342.166666666667,0.2950308688450535,1
Middle Age,Employed,596,4770.0,0.15160381447767662,0
Middle Adult,Unemployed,775,5563.416666666666,0.1157341893573172,1
Middle Adult,Employed,730,8078.5,0.12197430096556211,0
Middle Age,Unemployed,415,665.1666666666665,0.044155488639474404,0
Middle Age,Unemployed,766,4298.416666666667,0.35163484672771017,1
Middle Adult,Employed,769,3433.833333333333,0.31663703156976547,1
Middle Age,Employed,787,6751.75,0.26193746087801417,1
Middle Age,Employed,788,6632.666666666666,0.1431561600242461,1
Middle Adult,Employed,802,3832.5,0.06519186267398888,1
Middle Age,Self-Employed,480,2440.8333333333335,0.5323939808481533,1
Middle Age,Employed,721,9079.833333333334,0.06444576067956256,1
Middle Adult,Unemployed,782,5403.416666666667,0.15078885914450077,1
Middle Adult,Self-Employed,793,3200.666666666667,0.02734084387288766,1
Middle Adult,Employed,841,7212.083333333334,0.12504114432960606,1
Middle Adult,Employed,830,1214.083333333333,0.08487332950725589,1
Young Adult,Self-Employed,504,670.8333333333335,0.2543608435303306,0
Middle Age,Unemployed,750,10082.416666666666,0.027948902206749317,1
Middle Adult,Unemployed,840,7461.416666666666,0.017788804403507538,1
Middle Adult,Employed,758,8650.833333333334,0.07918793605288947,1
Middle Age,Self-Employed,394,-1135.6666666666665,0.8611520922746781,0
Middle Adult,Employed,728,9455.333333333334,0.04569812645105556,1
Middle Age,Employed,779,4491.666666666667,0.12366963640741632,1
Middle Age,Self-Employed,798,2851.0,0.34887425658453697,1
Middle Adult,Unemployed,719,2472.666666666667,0.07080310232674505,1
Middle Adult,Unemployed,491,1599.4166666666665,0.017976245675357563,0
Early Retirement,Employed,465,-1619.5833333333333,0.03921970411048727,0
Middle Adult,Self-Employed,743,1261.0,0.4341862117981521,1
Middle Age,Unemployed,751,7373.416666666666,0.160139279072528,0
Middle Age,Self-Employed,804,10335.5,0.13380479909928927,1
Middle Adult,Self-Employed,826,9762.583333333334,0.13167497155412564,1
Middle Adult,Self-Employed,771,8574.833333333334,0.20811262893783106,1
Middle Adult,Self-Employed,847,1912.333333333333,0.3286777091521617,0
Middle Adult,Self-Employed,837,3901.0,0.3034128269296825,1
Middle Adult,Employed,736,1749.5,0.08248600930085914,1
Middle Adult,Self-Employed,739,9403.833333333334,0.05084732378350206,1
Middle Adult,Unemployed,830,3371.333333333333,0.23877955118204727,1
Middle Adult,Unemployed,756,5725.5,0.053181449046333484,1
Middle Age,Unemployed,818,5072.083333333333,0.3709897472612084,1
Middle Age,Self-Employed,783,6681.833333333334,0.16695355558012095,0
Middle Adult,Employed,723,6735.0,0.23217702560042228,1
Young Adult,Employed,463,2812.6666666666665,0.3030891689566948,1
Middle Age,Employed,821,6357.333333333334,0.009913559190634934,1
Middle Age,Employed,801,9095.416666666666,0.024886465408605646,1
Middle Adult,Employed,713,5096.666666666666,0.2124730021598272,1
Middle Age,Self-Employed,736,2247.166666666667,0.4802643079397266,1
Middle Age,Unemployed,804,1308.333333333333,0.2005426739023187,1
Middle Age,Self-Employed,778,6491.666666666666,0.07810544556044026,1
Middle Age,Self-Employed,712,1602.583333333333,0.4386364060198049,1
Middle Age,Employed,737,5934.5,0.16022998710550235,1
Middle Age,Self-Employed,782,3474.25,0.5069350013598042,1
Middle Adult,Employed,753,5736.916666666666,0.25593679337188413,1
Middle Adult,Employed,832,6366.916666666667,0.15481566498975619,1
Middle Adult,Self-Employed,793,9053.583333333334,0.2263367066825091,0
Middle Adult,Employed,579,-667.6666666666665,0.18562231759656653,0
Middle Adult,Employed,743,9445.5,0.12121149186569748,1
Early Retirement,Self-Employed,495,3387.25,0.5225987128841411,0
Middle Adult,Self-Employed,723,7569.916666666666,0.05266685882439688,1
Middle Age,Employed,797,7143.5,0.21615645157810714,1
Middle Adult,Self-Employed,754,-57.0,0.252750468164794,1
Middle Age,Unemployed,779,7808.833333333334,0.13830019834142837,1
Young Adult,Employed,481,-763.9166666666665,0.9014457411600767,0
Middle Adult,Employed,774,4215.0,0.11137434192297035,1
Middle Adult,Employed,764,2757.5,0.11595087344572431,0
Middle Age,Unemployed,751,8303.083333333334,0.1611450023463163,1
Middle Age,Employed,772,8547.833333333334,0.049640688792804734,1
Middle Adult,Employed,785,2199.833333333333,0.2802131181943246,1
Middle Adult,Self-Employed,498,516.666666666667,0.10757260640273342,0
Middle Adult,Employed,725,3327.916666666667,0.05551767901907929,1
Middle Age,Self-Employed,807,2968.0,0.25437533656435113,1
Middle Adult,Unemployed,828,1909.916666666667,0.2946472257559448,0
Young Adult,Self-Employed,411,-2561.083333333333,0.04528318623320176,0
Middle Age,Unemployed,346,3425.083333333333,0.3055615595643861,1
Middle Age,Employed,732,7319.666666666666,0.14395142086045404,1
Early Retirement,Employed,428,222.91666666666652,0.3155090078088172,0
Middle Age,Employed,831,3826.333333333333,0.17976073564860282,1
Middle Adult,Self-Employed,784,4369.083333333333,0.040491120830479004,1
Middle Adult,Employed,758,4740.166666666666,0.08292427387904774,1
Middle Age,Self-Employed,848,4813.25,0.11526060416340585,1
Middle Adult,Self-Employed,778,7219.333333333334,0.01922771648543535,1
Middle Adult,Employed,764,1098.083333333333,0.02968519107386693,0
Middle Age,Employed,732,6729.916666666666,0.11815469538090749,1
Middle Age,Employed,807,4771.083333333333,0.11941038320371047,0
Early Retirement,Unemployed,542,4078.5,0.38058298072402447,0
Middle Adult,Self-Employed,728,2743.916666666667,0.08504552361737176,1
Middle Adult,Self-Employed,806,7590.166666666666,0.038823766838768266,1
Middle Adult,Unemployed,766,5042.166666666666,0.08649020019466021,1
Early Retirement,Self-Employed,512,1028.833333333333,0.33106345155833355,0
Middle Adult,Employed,787,4240.583333333334,0.008682222728217719,1
Middle Adult,Self-Employed,821,7735.333333333334,0.15465620483171588,1
Middle Adult,Self-Employed,729,1421.75,0.08178582873720251,1
Early Retirement,Employed,568,1208.75,0.7140498852175707,0
Middle Adult,Employed,732,3378.25,0.28211385721258375,1
Middle Age,Self-Employed,846,2950.416666666667,0.26838764600573384,1
Middle Adult,Employed,728,9299.0,0.1764055894141547,1
Middle Adult,Employed,518,-1007.9166666666665,0.059764996362514054,1
Middle Adult,Employed,725,7740.75,0.050918751383661726,1
Middle Age,Employed,723,6514.333333333334,0.24836216194623098,0
Middle Age,Unemployed,805,6501.166666666666,0.24671460939808887,1
Middle Adult,Self-Employed,849,8777.75,0.034271866239343814,1
Middle Age,Employed,838,6186.75,0.1099221342747088,1
Middle Adult,Self-Employed,387,-429.4166666666665,0.6542928192375728,1
Middle Adult,Employed,327,-93.08333333333348,0.35777444966456723,0
Middle Age,Self-Employed,723,2826.833333333333,0.393999097608663,1
Middle Age,Self-Employed,724,6727.0,0.1021917115128099,1
Middle Adult,Employed,724,4854.75,0.17975233543341299,1
Middle Adult,Employed,822,11215.0,0.14895894142829344,0
Middle Adult,Employed,705,4383.416666666667,0.16452752880921895,1
Middle Age,Employed,753,2811.416666666667,0.12403701440939367,1
Middle Age,Employed,793,3182.833333333333,0.31746410881753956,1
Middle Adult,Employed,740,6350.5,0.2153275235357637,1
Young Adult,Unemployed,355,987.3333333333335,0.8596393897364771,0
Middle Age,Employed,746,3933.333333333333,0.35338017930700266,1
Early Retirement,Unemployed,319,4725.833333333333,0.1650492405753826,0
Young Adult,Employed,449,1374.25,0.856344267482333,0
Middle Adult,Self-Employed,829,1571.833333333333,0.21489768879729132,1
Middle Adult,Employed,743,1614.583333333333,0.4903664903998532,1
